insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('72-2643518', 'Carmen', 'Kinsman', '43', '903 701 1625', '7575305918');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('30-9996371', 'Mityana', 'Hooker', '57102', '877 805 4864', '3162891639');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('27-7925327', 'Russas', 'Sloan', '08005', '973 216 2806', '8566827217');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('00-8938375', 'Kynopiástes', 'Esch', '519', '970 213 8868', '2903754576');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('84-6548686', 'Tanahmerah', 'Monica', '02', '102 983 6729', '2454384132');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('12-2938376', 'Ryūō', 'Ridgeway', '1', '952 631 2418', '3387767838');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('40-5720351', 'Xing’an', 'Amoth', '4699', '447 313 0887', '6075108619');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('99-7316812', 'Ogwashi-Uku', 'Blaine', '5', '611 245 7298', '3605311089');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('07-4068585', 'Bajiazi', 'Nova', '93639', '622 460 9342', '6802022592');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('31-1147037', 'Herrera', 'Green Ridge', '1131', '705 549 8798', '2132597430');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('17-8558979', 'Blois', 'Messerschmidt', '11', '629 809 5687', '1524417778');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('58-0285556', 'Volgodonsk', '6th', '36', '773 379 3349', '6056239827');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('75-7222372', 'Xinchengzi', 'Pennsylvania', '46', '668 385 2986', '4215052210');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('63-6863309', 'Kuhmoinen', 'North', '475', '335 891 7843', '4402832212');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('80-1362067', 'São Bento', 'Farwell', '2', '288 557 9975', '1133723374');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('16-0729759', 'Lakbok', 'Vernon', '41101', '383 799 8135', '2758628200');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('72-2718394', 'Campinas', 'Rieder', '88', '904 797 1115', '2202466869');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('84-3845428', 'Kadusirung Hilir', 'Cordelia', '7621', '850 619 7083', '5328277461');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('40-9991283', 'Rio Brilhante', 'Pearson', '4530', '417 885 6093', '1912071497');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('22-2027592', 'Oesena', 'Huxley', '74417', '949 162 1972', '5969771167');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('70-9466206', 'Qianshan', 'Green Ridge', '30', '334 779 6948', '3271683070');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('75-4000218', 'Rungkam', 'Schurz', '4585', '633 431 4085', '1083555589');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('42-1112824', 'Zapolyarnyy', 'Killdeer', '1', '311 698 6652', '9824396361');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('07-0769640', 'Shazi', 'Basil', '9', '312 551 7539', '8523773451');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('00-6709369', 'Progër', 'Tony', '94', '706 668 4174', '5314751139');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('08-2733752', 'Hässelby', 'Basil', '97', '174 946 4847', '1743865007');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('55-5370654', 'Lancheng', 'Miller', '74', '328 763 1440', '9446896492');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('44-7761993', 'Mestre', 'Elgar', '657', '723 473 6929', '2597305445');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('26-0936688', 'Khamyāb', 'Florence', '509', '505 700 5223', '9097003238');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('82-6166927', 'Talangbetutu', 'Bultman', '5', '455 130 6958', '6047986577');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('54-6748013', 'Poponcol', 'Moulton', '372', '651 250 6557', '1466937272');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('52-4264883', 'Trebisht-Muçinë', 'Hanson', '7', '479 652 8876', '5953130591');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('99-6175171', 'Platičevo', 'Dryden', '8', '905 972 8576', '1931420146');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('56-6016490', 'Gammad', 'Commercial', '246', '288 617 4145', '7097922477');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('46-3742854', 'Malaga', 'Fallview', '691', '998 228 3012', '7155591084');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('30-1917508', 'San Pedro Sacatepéquez', 'Pawling', '738', '500 450 7618', '7654916662');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('39-1883555', 'Vigo', 'Northfield', '4578', '795 740 0957', '1362135922');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('00-1530024', 'Tagana-an', 'Dawn', '166', '451 881 6394', '4595068321');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('10-6937432', 'Pateros', 'School', '29', '883 329 5336', '9374597504');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('90-0147118', 'Balsas', 'Prairie Rose', '1328', '919 883 7635', '8057925172');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('02-9396016', 'Caldono', 'Esch', '8099', '744 442 3586', '2064534638');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('64-0494143', 'Khodzhi-Gasan', 'Ridge Oak', '97365', '239 160 4445', '3128680045');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('59-7418765', 'Juxing', 'Butternut', '4', '186 797 4011', '4367939208');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('58-1031772', 'Kilingi-Nõmme', 'Shopko', '0', '930 164 9572', '3163758086');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('89-8864135', 'Nentón', 'East', '9940', '310 457 9932', '2037937416');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('77-4621688', 'Tlogotunggal', 'Lawn', '93943', '869 366 3606', '6212099289');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('42-3670648', 'Qümong', 'Parkside', '1', '804 111 8135', '7042097836');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('91-0097413', 'Pinsk', 'Northwestern', '74', '477 692 0204', '4096324478');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('89-4113207', 'Kakamega', 'Del Mar', '30', '555 946 5250', '9514245067');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('78-5317767', 'Aoufous', '1st', '3426', '138 935 5324', '7263505973');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('70-1110911', 'Espanola', 'Ohio', '2', '415 830 8395', '5072466489');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('78-6930465', 'Shums’k', 'Clemons', '0305', '360 773 4557', '8745105313');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('95-6424686', 'Los Angeles', 'Jackson', '4', '213 212 8438', '9564933243');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('80-0050910', 'Yashao', 'Elmside', '41960', '603 170 7559', '4245940624');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('05-8537147', 'Kuala Terengganu', 'Maple Wood', '0', '238 944 8610', '6535447398');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('91-7009650', 'Kambingan', 'Rutledge', '0096', '851 436 8664', '9824681230');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('99-1853901', 'Euclides da Cunha', 'Little Fleur', '4', '467 625 1146', '3648687933');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('53-1538831', 'Ḩabābah', '5th', '3', '792 897 2010', '7806747180');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('28-7832240', 'Pizarrete', 'Vera', '22', '202 717 5912', '6714815562');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('24-7601995', 'Rentian', 'Mariners Cove', '324', '813 394 2781', '8987228022');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('32-3982045', 'Cruz', 'Heffernan', '33359', '539 855 8127', '3113518391');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('45-1799117', 'Youhao', 'Havey', '95758', '561 475 1585', '6244903470');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('42-7181765', 'Korsun’-Shevchenkivs’kyy', 'Artisan', '2763', '238 516 4465', '3356974249');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('92-5331829', 'Stockholm', 'Quincy', '1188', '974 958 9953', '7664835144');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('71-7391079', 'Louis Trichardt', '2nd', '86478', '812 770 3865', '6422727928');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('09-1073254', 'Balas', 'Warbler', '383', '740 770 4498', '3767198283');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('23-5940842', 'Kramsk', 'Jenna', '79139', '296 253 5540', '6894235960');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('76-4096197', 'Xingtan', 'Schurz', '26', '648 167 3733', '3925056213');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('30-0328764', 'Lębork', 'Karstens', '6140', '114 413 5655', '8696101432');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('69-9788115', 'Épinal', 'Nelson', '19679', '288 423 2970', '2054146451');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('78-6040224', 'Khabarovsk', 'Lukken', '368', '396 226 5965', '2758372293');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('19-1718324', 'Mosta', 'Shasta', '73414', '341 630 5856', '9862875770');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('36-3640634', 'Miaogou', 'Acker', '04', '761 176 4333', '2188987583');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('01-2924918', 'Babakanloa', 'Bunting', '47', '146 634 4539', '9261299242');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('77-8068010', 'Fuzhuang', 'Superior', '2078', '724 925 0484', '4535093899');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('15-2259815', 'Novopokrovka', 'Armistice', '669', '766 530 2233', '3688632105');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('61-7691621', 'Zoumaling', 'Main', '73', '658 705 6658', '1235416878');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('56-8677157', 'Bojongloa', 'Eagan', '41245', '714 859 5447', '2052607001');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('82-4000353', 'Rožmitál pod Třemšínem', 'Victoria', '9913', '258 798 6957', '6218220288');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('73-7560610', 'Koton Karifi', 'Leroy', '5416', '527 120 1272', '9596992643');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('11-3251831', 'Nagutskoye', 'Butterfield', '737', '103 751 6289', '7978454224');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('85-8989229', 'Vlachovo Březí', 'Eastwood', '7', '695 177 2861', '9974900323');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('10-3999420', 'Makadi Bay', 'Norway Maple', '078', '431 619 3662', '7717899562');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('21-4265328', 'Polyarnyy', 'Cardinal', '8560', '321 474 4523', '5872580258');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('50-0900564', 'Mae Lao', 'Debra', '98971', '749 912 4560', '4671195567');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('44-3591986', 'Kota Ternate', 'Vahlen', '86', '780 638 4779', '5157059238');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('84-0479491', 'Il’inskiy Pogost', '3rd', '68', '389 143 8123', '9835460083');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('58-2989715', 'Jati', 'Loftsgordon', '92', '743 721 1765', '1584739291');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('26-4098786', 'Lipin Bor', 'Kipling', '397', '262 289 6578', '6129114163');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('70-8987738', 'Al Wajh', 'Kim', '8583', '897 532 9034', '8984741003');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('07-5375272', 'Jhumra', 'Jenifer', '7', '234 195 0117', '7777231545');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('70-3870947', 'Neiguan', 'Gerald', '43369', '140 875 2207', '3923073973');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('56-2877660', 'Bagorejo', 'Leroy', '77', '334 145 5017', '5699305722');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('95-5159463', 'Żółkiewka', 'Westend', '38', '180 875 3200', '8949815505');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('83-7778354', 'Mandi Bahāuddīn', 'Waubesa', '444', '703 779 0185', '7463030365');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('01-5576994', 'Hwangju-ŭp', 'Reindahl', '2', '680 533 8115', '2743200379');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('51-1259040', 'Qingyang', 'Dixon', '2', '330 418 5028', '2996693155');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('01-3586631', 'Sortavala', 'Thierer', '80592', '774 636 1342', '2105130412');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('18-2963564', 'Matanog', 'Sage', '401', '696 952 9686', '1759925859');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('51-8243791', 'Solok Timur', 'Farwell', '8447', '600 523 8347', '2091106578');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('30-0907497', 'Qesarya', 'Washington', '1055', '652 605 6270', '8254336421');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('09-9756695', 'Giesteira', 'Gulseth', '5923', '777 583 9212', '2575192237');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('97-7761888', 'Kongjiafang', 'Main', '6', '105 983 2683', '2797328712');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('16-9580897', 'San Fernando Apure', 'Raven', '35020', '204 549 1527', '9075789713');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('36-4307970', 'Coxim', 'Rigney', '4', '111 275 3077', '8039079779');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('59-2543534', 'Belung Satu', 'Porter', '96529', '921 308 3364', '5693939345');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('89-6000542', 'Västra Frölunda', 'Marquette', '366', '701 335 7413', '9972277230');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('56-5743713', 'Havirga', 'Michigan', '72949', '910 355 0709', '4197745833');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('82-6627628', 'Suru', 'Towne', '2904', '477 885 4665', '1351303833');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('98-1485061', 'Dulles', 'Schiller', '9599', '571 126 8942', '9166889002');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('19-8053045', 'Digne-les-Bains', 'Novick', '59', '250 228 0941', '2188784751');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('17-9905923', 'São Manços', 'Mcguire', '41', '812 769 4914', '3973985981');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('37-9440644', 'Umeå', 'Fuller', '83', '554 174 6304', '1205552704');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('93-5416009', 'Azua', 'Clove', '0580', '654 336 4635', '5847902730');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('16-5232421', 'Anan', 'Forest Dale', '242', '747 902 3657', '3593330039');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('29-3519504', 'Phú Thái', 'Anniversary', '2', '141 967 4252', '3924577305');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('38-4137462', 'Air Bangis', 'Canary', '7376', '747 624 1594', '3899367869');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('80-1847079', 'Safara', 'Meadow Valley', '81', '652 167 6147', '8764647218');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('17-5908117', 'Caper', 'Monterey', '8', '320 829 7072', '3953313398');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('05-1041524', 'Areeiro', 'Maple Wood', '9', '329 647 2805', '6907255354');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('12-2883990', 'Sendangagung', 'Dapin', '96', '334 622 8516', '4218795666');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('18-5551472', 'Springfield', 'Sherman', '22608', '417 584 4339', '4329109996');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('24-2269084', 'Madison', 'Atwood', '15', '608 207 0923', '4053868433');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('58-3791506', 'Jiangkou', 'Fordem', '5', '871 886 9000', '6772440599');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('57-2471705', 'Ōfunato', 'Anzinger', '02', '649 628 3199', '7078317959');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('21-5809309', 'Limonade', 'Mosinee', '1', '520 366 0515', '2947623637');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('21-5805366', 'Vredendal', 'Esch', '4', '159 548 0919', '4908141445');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('96-3066716', 'Qui Nhon', 'American', '12', '609 611 1167', '6006284157');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('34-3109972', 'Arujá', 'Stoughton', '09', '405 675 9859', '2047968168');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('04-2753157', 'Ntoke', 'Karstens', '2', '722 408 8423', '9489957027');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('26-2478445', 'Kokkónion', 'Annamark', '1', '118 392 0539', '9885826960');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('98-8431537', 'Sabanalarga', 'Summit', '7294', '506 489 8848', '1325800497');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('41-1399930', 'Şaqānis', 'Colorado', '0853', '467 352 9285', '3579900199');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('85-6119934', 'Alto del Espino', 'Judy', '70374', '249 301 6721', '8499186146');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('65-5728166', 'Monte Novo', 'Dexter', '12', '169 265 0498', '3356645949');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('28-7363350', 'Butwāl', 'Debra', '89631', '227 826 8363', '4764928290');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('41-0665939', 'Zhongchao', 'Alpine', '2', '608 307 3543', '1076854714');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('58-7561289', 'Oratorio', 'Northridge', '68502', '589 306 2126', '1535725324');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('66-1460887', 'Lubu', 'Raven', '7', '120 851 7597', '1604622444');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('45-2978362', 'Tabuk', 'Fordem', '88581', '210 995 3396', '9256662415');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('64-5276748', 'Rzozów', 'Sage', '7552', '508 120 3689', '5022266063');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('30-7843076', 'Göteborg', 'Toban', '9456', '817 970 6789', '2308896000');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('90-5626497', 'Vale de Figueira', 'Dexter', '58205', '922 891 5241', '3226702052');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('82-1054201', 'Mach', 'Quincy', '97', '244 880 0417', '4438985298');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('21-6522015', 'Lecong', 'Menomonie', '5356', '691 529 3454', '7709593497');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('98-3237043', 'Hadakewa', 'Esker', '6317', '544 401 9802', '4007957094');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('03-1704780', 'Nuasepu', 'Golf Course', '5', '158 390 7770', '7143379745');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('21-9389928', 'Kabasalan', 'Mallard', '80', '294 224 0530', '5703396334');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('86-2233388', 'Poligny', 'Graedel', '7', '101 952 2389', '3232412860');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('15-2213926', 'Cijangkar', 'Columbus', '44', '200 149 0806', '1733784122');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('58-3961230', 'Samal', 'Vermont', '05080', '894 953 0731', '1377672907');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('33-0119433', 'Al Ḩaffah', 'Helena', '1', '362 635 0880', '2513263781');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('92-7264773', 'Carot', 'Dixon', '6532', '181 389 7616', '9307717752');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('28-3805903', 'Lumby', 'Cordelia', '11313', '765 644 1670', '9285351559');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('15-9635250', 'Zhongcun', 'Warbler', '1693', '525 808 1037', '8235202818');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('31-7184833', 'Casal do Conde', 'Huxley', '85809', '699 264 9402', '2886979889');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('67-5142238', 'Paris 01', 'Mallard', '1', '386 220 5852', '7267529608');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('45-1774548', 'Zboriv', 'Anthes', '57', '423 640 8868', '9748682902');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('25-3369711', 'Shibajiazi', 'Twin Pines', '03810', '556 228 4653', '5416164340');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('47-4554764', 'Nemuro', 'Kropf', '011', '163 822 5640', '7237786978');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('93-5790548', 'Huaxian', 'Cottonwood', '8', '907 505 0397', '6595370124');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('47-2420501', 'Ранковце', 'Melrose', '95147', '839 122 9021', '2933128586');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('64-7303599', 'Zlatograd', 'Lindbergh', '626', '130 307 2457', '5064770487');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('87-4439660', 'Chauk', 'Texas', '8', '354 817 2979', '1637020014');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('14-8594285', 'Saint-Paul', 'Corry', '5001', '962 766 1561', '3871477259');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('28-5486145', 'Ijuí', 'Novick', '89407', '481 786 7555', '4257779555');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('64-1044282', 'Carhuamayo', 'Hoard', '5', '394 418 9791', '4893964993');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('39-3918657', 'Logovskoye', 'Corry', '7812', '457 103 5899', '6983050233');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('18-4704774', 'Xiakouyi', 'Muir', '352', '667 500 4970', '4044835273');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('70-3585444', 'Manassas', 'Talisman', '9', '757 193 6833', '5541753598');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('18-2298320', 'Lucban', 'Blue Bill Park', '76655', '475 589 7907', '4218638136');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('63-7499198', 'Paurito', 'Russell', '775', '943 123 5908', '9121532321');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('94-0563785', 'Privas', 'Ruskin', '0', '643 721 0214', '2033223531');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('83-2078967', 'Nampera', 'Dryden', '85', '753 679 6603', '2504794294');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('39-5533221', 'Tullamore', 'Sherman', '26', '884 678 1116', '3189278247');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('21-7551533', 'Neiva', 'Rigney', '4390', '427 140 5512', '2044730752');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('53-0693260', 'San Jose', 'Sunbrook', '4', '534 500 1835', '8028814145');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('36-0012355', 'Al Khawkhah', 'Helena', '496', '847 145 1089', '1342528971');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('08-9941097', 'San Isidro', 'Pawling', '30559', '132 754 3489', '6662670645');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('16-0512991', 'Levoberezhnaya', 'Anniversary', '4971', '580 152 0638', '5091054204');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('75-3502928', 'Ihuari', 'Hayes', '73901', '557 985 1369', '8543365885');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('14-9587036', 'Qingshan', 'Stuart', '069', '539 711 5748', '1887596465');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('25-3607780', 'Massenya', '6th', '5829', '969 108 1549', '4933937163');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('19-0360456', 'Yebaishou', 'Longview', '800', '789 244 4805', '7094835461');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('17-4568451', 'Kax', 'Rutledge', '1', '621 732 7234', '8829770131');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('97-3150634', 'Partikan', 'Jenifer', '7465', '845 926 1047', '5627980284');
